# http://ref.x86asm.net/geek32-abc.html
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
| mnemonic            | op1  | op2  | op3  | op4 | iext      | pf     | 0F     | po     | so     | flds     | o     | proc     | st       | m     | rl      | x   | grp1        | grp2                 | grp3         | tested f     | modif f       | def f         | undef f      | f values                                         | description, notes                                                          |
| MOVHPD              | Mq   | Vq   |      |     | sse2      | 66     | 0F     | 17     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move High Packed Double-FP Value                                            |
| MOVHPS              | Vq   | Mq   |      |     | sse1      |        | 0F     | 16     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move High Packed Single-FP Values                                           |
| MOVHPS              | Mq   | Vq   |      |     | sse1      |        | 0F     | 17     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move High Packed Single-FP Values                                           |
| MOVLHPS             | Vq   | Uq   |      |     | sse1      |        | 0F     | 16     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Packed Single-FP Values Low to High                                    |
| MOVLPD              | Vq   | Mq   |      |     | sse2      | 66     | 0F     | 12     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Low Packed Double-FP Value                                             |
| MOVLPD              | Mq   | Vq   |      |     | sse2      | 66     | 0F     | 13     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Low Packed Double-FP Value                                             |
| MOVLPS              | Vq   | Mq   |      |     | sse1      |        | 0F     | 12     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Low Packed Single-FP Values                                            |
| MOVLPS              | Mq   | Vq   |      |     | sse1      |        | 0F     | 13     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Low Packed Single-FP Values                                            |
| MOVMSKPD            | Gd   | Upd  |      |     | sse2      | 66     | 0F     | 50     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Extract Packed Double-FP Sign Mask                                          |
| MOVMSKPS            | Gd   | Ups  |      |     | sse1      |        | 0F     | 50     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Extract Packed Single-FP Sign Mask                                          |
| MOVNTDQ             | Mdq  | Vdq  |      |     | sse2      | 66     | 0F     | E7     |        |          | r     | P4+      |          |       |         |     | cachect     |                      |              |              |               |               |              |                                                  | Store Double Quadword Using Non-Temporal Hint                               |
| MOVNTDQA            | Vdq  | Mdq  |      |     | sse41     | 66     | 0F     | 38     | 2A     |          | r     | C2++     | D 32     |       |         |     | cachect     |                      |              |              |               |               |              |                                                  | Load Double Quadword Non-Temporal Aligned Hint                              |
| MOVNTI              | Md   | Gd   |      |     | sse2      |        | 0F     | C3     |        |          | r     | P4+      |          |       |         |     | cachect     |                      |              |              |               |               |              |                                                  | Store Doubleword Using Non-Temporal Hint                                    |
| MOVNTPD             | Mpd  | Vpd  |      |     | sse2      | 66     | 0F     | 2B     |        |          | r     | P4+      |          |       |         |     | cachect     |                      |              |              |               |               |              |                                                  | Store Packed Double-FP Values Using Non-Temporal Hint                       |
| MOVNTPS             | Mps  | Vps  |      |     | sse1      |        | 0F     | 2B     |        |          | r     | P3+      |          |       |         |     | cachect     |                      |              |              |               |               |              |                                                  | Store Packed Single-FP Values Using Non-Temporal Hint                       |
| MOVNTQ              | Mq   | Pq   |      |     | sse1      |        | 0F     | E7     |        |          | r     | P3+      |          |       |         |     | cachect     |                      |              |              |               |               |              |                                                  | Store of Quadword Using Non-Temporal Hint                                   |
| MOVQ                | Pq   | Qq   |      |     | mmx       |        | 0F     | 6F     |        |          | r     | PX+      |          |       |         |     | datamov     |                      |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ                | Vq   | Wq   |      |     | sse2      | F3     | 0F     | 7E     |        |          | r     | P4+      |          |       |         |     | simdint     | datamov              |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ                | Qq   | Pq   |      |     | mmx       |        | 0F     | 7F     |        |          | r     | PX+      |          |       |         |     | datamov     |                      |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ                | Wq   | Vq   |      |     | sse2      | 66     | 0F     | D6     |        |          | r     | P4+      |          |       |         |     | simdint     | datamov              |              |              |               |               |              |                                                  | Move Quadword                                                               |
| MOVQ2DQ             | Vdq  | Nq   |      |     | sse2      | F3     | 0F     | D6     |        |          | r     | P4+      |          |       |         |     | simdint     | datamov              |              |              |               |               |              |                                                  | Move Quadword from MMX Technology to XMM Register                           |
| MOVS                | Yb   | Xb   |      |     | /2.       | /2.    | /2.    | /2. A4 | /2.    | /2. w    | /2.   | /2.      | /2.      | /2.   | /2.     | /2. | /2. gen     | \2/2. datamov string | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Move Data from String to String              |                                                                             |
| MOVSB               | Yb   | Xb   |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVS                | Ywo  | Xwo  |      |     | /2.       | /2.    | /2.    | /2. A5 | /2.    | /2. W    | /2.   | /2.      | /2.      | /2.   | /2.     | /2. | /2. gen     | \2/2. datamov string | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Move Data from String to String              |                                                                             |
| MOVSW               | Ywo  | Xwo  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVS                | Yv   | Xv   |      |     | /2.       | /2.    | /2.    | /2. A5 | /2.    | /2. W    | /2.   | /2. 03+  | /2.      | /2.   | /2.     | /2. | /2. gen     | \2/2. datamov string | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Move Data from String to String              |                                                                             |
| MOVSD               | Ydo  | Xdo  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| MOVSD               | Vsd  | Wsd  |      |     | sse2      | F2     | 0F     | 10     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Scalar Double-FP Value                                                 |
| MOVSD               | Wsd  | Vsd  |      |     | sse2      | F2     | 0F     | 11     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Scalar Double-FP Value                                                 |
| MOVSHDUP            | Vq   | Wq   |      |     | sse3      | F3     | 0F     | 16     |        |          | r     | P4++     |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Packed Single-FP High and Duplicate                                    |
| MOVSLDUP            | Vq   | Wq   |      |     | sse3      | F3     | 0F     | 12     |        |          | r     | P4++     |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Packed Single-FP Low and Duplicate                                     |
| MOVSS               | Vss  | Wss  |      |     | sse1      | F3     | 0F     | 10     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Scalar Single-FP Values                                                |
| MOVSS               | Wss  | Vss  |      |     | sse1      | F3     | 0F     | 11     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Scalar Single-FP Values                                                |
| MOVSX               | Gv   | Eb   |      |     |           |        | 0F     | BE     |        | Dw       | r     | 03+      |          |       |         |     | gen         | conver               |              |              |               |               |              |                                                  | Move with Sign-Extension                                                    |
| MOVSX               | Gv   | Ew   |      |     |           |        | 0F     | BF     |        | DW       | r     | 03+      |          |       |         |     | gen         | conver               |              |              |               |               |              |                                                  | Move with Sign-Extension                                                    |
| MOVUPD              | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 10     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Double-FP Value                                       |
| MOVUPD              | Wpd  | Vpd  |      |     | sse2      | 66     | 0F     | 11     |        |          | r     | P4+      |          |       |         |     | pcksclr     | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Double-FP Values                                      |
| MOVUPS              | Vps  | Wps  |      |     | sse1      |        | 0F     | 10     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Single-FP Values                                      |
| MOVUPS              | Wps  | Vps  |      |     | sse1      |        | 0F     | 11     |        |          | r     | P3+      |          |       |         |     | simdfp      | datamov              |              |              |               |               |              |                                                  | Move Unaligned Packed Single-FP Values                                      |
| MOVZX               | Gv   | Eb   |      |     |           |        | 0F     | B6     |        | Dw       | r     | 03+      |          |       |         |     | gen         | conver               |              |              |               |               |              |                                                  | Move with Zero-Extend                                                       |
| MOVZX               | Gv   | Ew   |      |     |           |        | 0F     | B7     |        | DW       | r     | 03+      |          |       |         |     | gen         | conver               |              |              |               |               |              |                                                  | Move with Zero-Extend                                                       |
| MPSADBW             | Vdq  | Wdq  | Ib   |     | sse41     | 66     | 0F     | 3A     | 42     |          | r     | C2++     | D 32     |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Compute Multiple Packed Sums of Absolute Difference                         |
| MUL                 | AX   | AL   | Eb   |     |           |        |        | F6     |        | w        | 4     |          |          |       |         |     | gen         | arith                | binary       |              | o..szapc      | o......c      | ...szap.     |                                                  | Unsigned Multiply                                                           |
| MUL                 | eDX  | eAX  | Ev   |     |           |        |        | F7     |        | W        | 4     |          |          |       |         |     | gen         | arith                | binary       |              | o..szapc      | o......c      | ...szap.     |                                                  | Unsigned Multiply                                                           |
| MULPD               | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 59     |        |          | r     | P4+      |          |       |         |     | pcksclr     | arith                |              |              |               |               |              |                                                  | Multiply Packed Double-FP Values                                            |
| MULPS               | Vps  | Wps  |      |     | sse1      |        | 0F     | 59     |        |          | r     | P3+      |          |       |         |     | simdfp      | arith                |              |              |               |               |              |                                                  | Multiply Packed Single-FP Values                                            |
| MULSD               | Vsd  | Wsd  |      |     | sse2      | F2     | 0F     | 59     |        |          | r     | P4+      |          |       |         |     | pcksclr     | arith                |              |              |               |               |              |                                                  | Multiply Scalar Double-FP Values                                            |
| MULSS               | Vss  | Wss  |      |     | sse1      | F3     | 0F     | 59     |        |          | r     | P3+      |          |       |         |     | simdfp      | arith                |              |              |               |               |              |                                                  | Multiply Scalar Single-FP Value                                             |
| MWAIT               | EAX  | ECX  |      |     | sse3      |        | 0F     | 01     | C9     |          | 1     | P4++     |          |       | 0       |     | sync        |                      |              |              |               |               |              |                                                  | Monitor Wait                                                                |
| NEG                 | Eb   |      |      |     |           |        |        | F6     |        | w        | 3     |          |          |       |         | L   | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Two's Complement Negation                                                   |
| NEG                 | Ev   |      |      |     |           |        |        | F7     |        | W        | 3     |          |          |       |         | L   | gen         | arith                | binary       |              | o..szapc      | o..szapc      |              |                                                  | Two's Complement Negation                                                   |
| NOP                 |      |      |      |     |           |        |        | 90     |        |          |       |          | D 3      |       |         |     | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOP nop             |      |      |      |     |           | F3     |        | 90     |        |          |       | 00-P3    | D 4      |       |         |     | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOP                 | Ev   |      |      |     |           |        | 0F     | 0D     |        |          |       | PP+      | M 21     |       |         |     | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOP                 | Ev   |      |      |     |           |        | 0F     | 1F     |        |          | 0     | P4++     |          |       |         |     | gen         | control              |              |              |               |               |              |                                                  | No Operation                                                                |
| NOT                 | Eb   |      |      |     |           |        |        | F6     |        | w        | 2     |          |          |       |         | L   | gen         | logical              |              |              |               |               |              |                                                  | One's Complement Negation                                                   |
| NOT                 | Ev   |      |      |     |           |        |        | F7     |        | W        | 2     |          |          |       |         | L   | gen         | logical              |              |              |               |               |              |                                                  | One's Complement Negation                                                   |
| NTAKEN              |      |      |      |     |           | 2E     |        |        |        |          |       | P4       | D 2      |       |         |     | prefix      | branch               | cond         |              |               |               |              |                                                  | Branch not taken prefix (only with Jcc instructions)                        |
| OR                  | Eb   | Gb   |      |     |           |        |        | 08     |        | dw       | r     |          |          |       |         | L   | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | Ev   | Gv   |      |     |           |        |        | 09     |        | dW       | r     |          |          |       |         | L   | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | Gb   | Eb   |      |     |           |        |        | 0A     |        | Dw       | r     |          |          |       |         |     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | Gv   | Ev   |      |     |           |        |        | 0B     |        | DW       | r     |          |          |       |         |     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | AL   | Ib   |      |     |           |        |        | 0C     |        | w        |       |          |          |       |         |     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | eAX  | Iv   |      |     |           |        |        | 0D     |        | W        |       |          |          |       |         |     | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | Eb   | Ib   |      |     |           |        |        | 80     |        | w        | 1     |          |          |       |         | L   | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | Ev   | Iv   |      |     |           |        |        | 81     |        | W        | 1     |          |          |       |         | L   | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR alias            | Eb   | Ib   |      |     |           |        |        | 82     |        | w        | 1     |          |          |       |         | L   | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| OR                  | Ev   | Ibs  |      |     |           |        |        | 83     |        | SW       | 1     | 03+      |          |       |         | L   | gen         | logical              |              |              | o..szapc      | o..sz.pc      | .....a..     | o......c                                         | Logical Inclusive OR                                                        |
| ORPD                | Vpd  | Wpd  |      |     | sse2      | 66     | 0F     | 56     |        |          | r     | P4+      |          |       |         |     | pcksclr     | logical              |              |              |               |               |              |                                                  | Bitwise Logical OR of Double-FP Values                                      |
| ORPS                | Vps  | Wps  |      |     | sse1      |        | 0F     | 56     |        |          | r     | P3+      |          |       |         |     | simdfp      | logical              |              |              |               |               |              |                                                  | Bitwise Logical OR of Single-FP Values                                      |
| OUT                 | Ib   | AL   |      |     |           |        |        | E6     |        | w        |       |          |          |       | f 1     |     | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUT                 | Ib   | eAX  |      |     |           |        |        | E7     |        | W        |       |          |          |       | f 1     |     | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUT                 | DX   | AL   |      |     |           |        |        | EE     |        | w        |       |          |          |       | f 1     |     | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUT                 | DX   | eAX  |      |     |           |        |        | EF     |        | W        |       |          |          |       | f 1     |     | gen         | inout                |              |              |               |               |              |                                                  | Output to Port                                                              |
| OUTS                | DX   | Xb   |      |     | /2.       | /2.    | /2.    | /2. 6E | /2.    | /2. w    | /2.   | /2. 01+  | /2.      | /2.   | /2. f 1 | /2. | /2. gen     | \2/2. inout string   | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Output String to Port                        |                                                                             |
| OUTSB               | DX   | Xb   |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| OUTS                | DX   | Xwo  |      |     | /2.       | /2.    | /2.    | /2. 6F | /2.    | /2. W    | /2.   | /2. 01+  | /2.      | /2.   | /2. f 1 | /2. | /2. gen     | \2/2. inout string   | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Output String to Port                        |                                                                             |
| OUTSW               | DX   | Xwo  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| OUTS                | DX   | Xv   |      |     | /2.       | /2.    | /2.    | /2. 6F | /2.    | /2. W    | /2.   | /2. 03+  | /2.      | /2.   | /2. f 1 | /2. | /2. gen     | \2/2. inout string   | /2. .d...... | /2.          | /2.           | /2.           | /2.          | /2. Output String to Port                        |                                                                             |
| OUTSD               | DX   | Xdo  |      |     |           |        |        |        |        |          |       |          |          |       |         |     |             |                      |              |              |               |               |              |                                                  |                                                                             |
| PABSB               | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 1C     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Absolute Value                                                       |
| PABSB               | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 1C     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Absolute Value                                                       |
| PABSD               | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 1E     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Absolute Value                                                       |
| PABSD               | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 1E     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Absolute Value                                                       |
| PABSW               | Pq   | Qq   |      |     | ssse3     |        | 0F     | 38     | 1D     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Absolute Value                                                       |
| PABSW               | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 38     | 1D     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Absolute Value                                                       |
| PACKSSDW            | Pq   | Qq   |      |     | mmx       |        | 0F     | 6B     |        |          | r     | PX+      |          |       |         |     | conver      |                      |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKSSDW            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 6B     |        |          | r     | P4+      |          |       |         |     | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKSSWB            | Pq   | Qd   |      |     | mmx       |        | 0F     | 63     |        |          | r     | PX+      |          |       |         |     | conver      |                      |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKSSWB            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 63     |        |          | r     | P4+      |          |       |         |     | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Signed Saturation                                                 |
| PACKUSDW            | Vdq  | Wdq  |      |     | sse41     | 66     | 0F     | 38     | 2B     |          | r     | C2++     | D 32     |       |         |     | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Unsigned Saturation                                               |
| PACKUSWB            | Pq   | Qq   |      |     | mmx       |        | 0F     | 67     |        |          | r     | PX+      |          |       |         |     | conver      |                      |              |              |               |               |              |                                                  | Pack with Unsigned Saturation                                               |
| PACKUSWB            | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | 67     |        |          | r     | P4+      |          |       |         |     | simdint     | conver               |              |              |               |               |              |                                                  | Pack with Unsigned Saturation                                               |
| PADDB               | Pq   | Qq   |      |     | mmx       |        | 0F     | FC     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDB               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FC     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDD               | Pq   | Qq   |      |     | mmx       |        | 0F     | FE     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDD               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FE     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDQ               | Pq   | Qq   |      |     | sse2      |        | 0F     | D4     |        |          | r     | PX+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Quadword Integers                                                |
| PADDQ               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | D4     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Quadword Integers                                                |
| PADDSB              | Pq   | Qq   |      |     | mmx       |        | 0F     | EC     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDSB              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | EC     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDSW              | Pq   | Qq   |      |     | mmx       |        | 0F     | ED     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDSW              | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | ED     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Signed Integers with Signed Saturation                           |
| PADDUSB             | Pq   | Qq   |      |     | mmx       |        | 0F     | DC     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDUSB             | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | DC     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDUSW             | Pq   | Qq   |      |     | mmx       |        | 0F     | DD     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDUSW             | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | DD     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Unsigned Integers with Unsigned Saturation                       |
| PADDW               | Pq   | Qq   |      |     | mmx       |        | 0F     | FD     |        |          | r     | PX+      |          |       |         |     | arith       |                      |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PADDW               | Vdq  | Wdq  |      |     | sse2      | 66     | 0F     | FD     |        |          | r     | P4+      |          |       |         |     | simdint     | arith                |              |              |               |               |              |                                                  | Add Packed Integers                                                         |
| PALIGNR             | Pq   | Qq   |      |     | ssse3     |        | 0F     | 3A     | 0F     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Align Right                                                          |
| PALIGNR             | Vdq  | Wdq  |      |     | ssse3     | 66     | 0F     | 3A     | 0F     |          | r     | C2+      |          |       |         |     | simdint     |                      |              |              |               |               |              |                                                  | Packed Align Right                                                          |
